hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"La responsable de un importante establecimiento público impide la entrada en el mismo a un grupo de chicas gitanas, argumentando que acaba de tener problemas con otro grupo de chicas de la misma etnia, y alegando que todas las gitanas son iguales. Cuatro guardas de seguridad les impiden la entrada, por lo que los padres de las menores acuden al establecimiento y llaman a los Mossos de Escuadra, que les informan sobre los pasos a seguir para denunciar los hechos. Dos de los padres, tras interponer la pertinente reclamación en el establecimiento, presentan denuncia en la comisaría, asesorados por la FSG y por una abogada de la L’Oficina per la No Discriminació del Ayuntamiento de Barcelona. Finalmente, son citados en calidad de denunciantes a un juicio de faltas que, tras haber sido suspendido, sigue pendiente de celebración.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Barcelona,Acceso a bienes y servicios,Sin especificar,
"Con el titular “Detenido un grupo de etnia gitana por robar en tiendas” aparece publicada una noticia en la sección local de un periódico en la que, además de hacer constante referencia al origen étnico de las personas implicadas en los actos delictivos, se utilizan términos peyorativos para referirse a la comunidad gitana, asociando a la misma con la violencia y el crimen.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Cantabria,Medios de comunicación,Sin especificar,
"Un periódico de ámbito local publica una noticia relacionada con la situación de precariedad en la que vive una familia gitana, alojada en una nave, por renunciar, supuestamente, a una vivienda social que le había sido adjudicada en otra localidad del municipio. La FSG, tras verificar la falsedad de dicha información, mantiene por contacto telefónico una reunión con el periodista que redacta la noticia con el fin de que rectifique la misma, haciéndole ver el perjuicio que dichos cometarios generan hacia esta familia y toda la comunidad gitana. Finalmente no se hizo rectificación alguna.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Asturias,Medios de comunicación,Sin especificar,
"Con el titular “Hieren a un hombre de bala en ambas piernas en una reyerta” aparece publicada una noticia, en un periódico de ámbito local, en la que se hace mención específica del origen étnico de dos familias enfrentadas en una pelea que se salda con un herido por disparo de bala. A su vez, en la descripción de los hechos se utilizan expresiones como “reyerta” y “clanes”.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Sin especificar,
"Después de esperar dos meses el recibo de un artículo adquirido por teléfono, una mujer gitana descubre la razón del retraso. Su producto lleva semanas almacenado porque la empresa que distribuye las ventas se niega a realizar repartos en esa zona de la ciudad. Los dos barrios donde no reparten están habitados mayoritariamente por población gitana y son considerados peligrosos por la empresa. Por miedo a perder la compra efectuada, la mujer ofrece otra dirección de envío donde sí que se presta el servicio.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Granada,Acceso a bienes y servicios,Sin especificar,
"Los porteros de una discoteca impiden la entrada a dos personas en repetidas ocasiones, según sus propias palabras, por ser de raza gitana. Los responsables del establecimiento se disculpan ante la familia, y califican los hechos como un error. Sin embargo, posteriormente vuelven a suceder prácticas similares con estas y otras personas. La empresa argumenta que en ninguno de los casos cumplían las normas de admisión establecidas por el local.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Granada,Acceso a bienes y servicios,Sin especificar,
En la sección local de un periódico de ámbito estatal se publica un artículo que trata sobre la detención de un grupo de personas por un presunto delito de acoso inmobiliario. En la descripción de los hechos se hace constante mención al origen étnico de los presuntos autores del delito.,,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Granada,Medios de comunicación,Sin especificar,
"Un matrimonio gitano, trabajadores de la FSG, acude a una agencia inmobiliaria interesándose por un piso. La agente les dice que “el piso no es para ellos porque en el edificio viven muchas familias gitanas”. Cuando le explican que eso no es un problema, puesto que también son gitanos, la agente se disculpa alegando que no tiene nada en contra de los gitanos, pero que muchos clientes le reprochan que no les advierta de esta circunstancia cuando llegan a ver el piso.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Zaragoza,Vivienda,Sin especificar,
"Tras cometerse una negligencia con una niña gitana por parte del personal sanitario de un hospital público, la madre de la menor mantiene una discusión con una de las enfermeras para exigir responsabilidades. La enfermera, en vez de disculparse por lo sucedido, realiza varios comentarios llenos de prejuicios y estereotipos contra la comunidad gitana.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Palencia,Salud,Sin especificar,
"La FSG de Valladolid recibe una carta firmada por “el grupo antigitano de Valladolid” y titulada “Muerte a la Comunidad gitana ¿Por Qué?”, en la que aparecen innumerables expresiones amenazadoras y de marcado contenido racista. La FSG informa de los hechos al Inspector Jefe delegado de Seguridad Ciudadana de la Policía Nacional y actualmente se está investigando sobre la posible existencia de este grupo.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Valladolid,Otros,Sin especificar,
"En la sección de opinión de un periódico de ámbito estatal aparece publicado un artículo en el que se ironiza sobre gitanos e inmigrantes, transmitiendo una visión prejuiciosa y estereotipada de los mismos.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Sevilla,Medios de comunicación,Sin especificar,
Con el titular «Una reyerta en Puerto Serrano se salda con dos heridos» un periódico de ámbito local publica una noticia relacionada con una pelea protagonizada por varios grupos de jóvenes. En la descripción de los hechos se hace mención al origen étnico de uno de los grupos implicados en dicha pelea.,,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Cádiz,Medios de comunicación,Sin especificar,
"La FSG recibe una carta de un particular que pregunta cuál es la postura de la entidad sobre el colectivo gitano español “que tiene una manera salvaje de convivir, no acepta las normas del juego y vive del cuento con la excusa de la marginación”. La FSG escribe una carta de respuesta informándole sobre cuál es la realidad social actual de la comunidad gitana en España.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Madrid,Redes sociales,Sin especificar,
"En la sección local de un periódico de ámbito estatal aparece publicada una noticia con el titular “Los 50 integrantes de un clan gitano dejan Son Llàtzer al morir la matriarca”, y el subtitulo “El personal médico denunció que había recibido coacciones y amenazas”. En la descripción de los hechos, además de las continuas menciones al origen étnico, se realizan expresiones de carácter prejuicioso y peyorativo.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Baleares,Medios de comunicación,Sin especificar,
"Los porteros de una discoteca impiden la entrada a cuatro personas gitanas, a pesar de llevar invitaciones proporcionadas por un relaciones públicas del establecimiento, argumentando que cumplen órdenes y que ya saben que gitanos no puede entrar. Los perjudicados llaman a la policía en dos ocasiones y, tras no personarse en el lugar de los hechos, deciden ir ellos a la comisaría, donde les recomiendan que no presenten denuncia, ya que es suficiente con la hoja de reclamaciones previamente presentada en el establecimiento. Finalmente se presenta denuncia en el juzgado de instrucción y se está a la espera de citación judicial.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Murcia,Acceso a bienes y servicios,Sin especificar,
"Tras el fallecimiento de su marido, una mujer gitana solicita la correspondiente prestación de viudedad y de orfandad. Esta última se reconoce para sus hijos, pero recibe resolución denegatoria sobre su solicitud de pensión de viudedad por no haber registrado civilmente su matrimonio, a pesar de que ya habían iniciado los trámites para ello, y de haber estado conviviendo 20 años con su pareja, con la que sí se había casado por el rito gitano. La FSG, junto con la abogada de la perjudicada, presentan reclamación previa a la vía judicial ante el INSS y, tras ser desestimada, demanda ante el juzgado de lo social, que da lugar a un juicio del que todavía no se ha dictado sentencia.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Murcia,Otros,Sin especificar,
"Un periódico de ámbito autonómico publica una noticia relacionada con las actuaciones llevadas a cabo por parte de la Policía Foral de la localidad, para evitar una acampada ilegal. En la descripción de los hechos especifica, en reiteradas ocasiones, que dicha acampada está compuesta por personas de etnia gitana provenientes de diversos países de Europa.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Navarra,Medios de comunicación,Sin especificar,
"Una trabajadora social de la FSG acompaña a una usuaria a ver un piso que se alquila a través de un anuncio en la prensa. La persona encargada de enseñar el piso les dice que hablará con la propietaria y se pondrá en contacto con ellas, pero no obtienen respuesta. Las mismas usuaria y trabajadora de la FSG vuelven a visitar casualmente el mismo piso a través de una agencia inmobiliaria coincidiendo con la propietaria, quien reconoce que no se lo quiere alquilar porque ha tenido problemas con extranjeros. A pesar de los intentos de mediación de la FSG y de que una de las agencias inmobiliarias se compromete a responder por los usuarios, la propietaria se niega a alquilar el piso. La usuaria decide no emprender acciones legales.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Murcia,Vivienda,Sin especificar,
"Un hombre gitano, al entrar en un local comercial para saludar a una amiga que se encontraba dentro, es expulsado de inmediato por el dueño de la tienda, quien le pide que se quede fuera, porque ya conoce a los gitanos. La víctima interpone una denuncia ante el juzgado de instrucción que todavía no ha resuelto el caso.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Baleares,Acceso a bienes y servicios,Sin especificar,
"En un periódico de ámbito local aparece publicada una noticia en relación a una pelea, ocurrida en una empresa de esta localidad, que se saldó con varias personas heridas. En la descripción de los hechos se especifica que de las seis personas heridas, dos eran de etnia gitana, aclarando que “fueron ‘los gitanos’ los que originaron la pelea”.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,
"En el foro de Internet de un periódico local aparecen publicados diferentes comentarios contra los gitanos, de marcado contenido racista, a partir de una de las noticias publicadas por este medio sobre los problemas existentes entre dos familias gitanas de un barrio de esta localidad. Desde la FSG se escribe una carta de queja exigiendo la eliminación de los comentarios, que se retiran de manera inmediata.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Sin especificar,
"Con el titular “Una pelea entre familias gitanas obliga a reforzar la vigilancia en la rúa de París en Fontiñas” un periódico de ámbito local publica una noticia donde los protagonistas son familias de la comunidad gitana. En la descripción de los hechos se hace uso de expresiones con connotaciones negativas y estereotipadas de la comunidad gitana, por lo que la FSG escribe una carta mostrando su malestar por el tratamiento de la noticia al Director del periódico y al Defensor del Lector, quienes piden disculpas y se comprometen a prestar más atención en publicaciones de futuras noticias relacionadas con la comunidad gitana.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,A Coruña,Medios de comunicación,Sin especificar,
"Un periódico local publica una noticia con el titular “Secuestro: un caso gitano y otro chino”. En la descripción de los hechos se especifica que el matrimonio estaba formado “por un gitano y una paya” y que, al divorciarse, la “familia del gitano secuestra a la hija de ambos”.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Sevilla,Medios de comunicación,Sin especificar,
"Dos agentes de la Policía Nacional paran sin motivo aparente a un chico gitano que caminaba por la calle, para hacerle un registro. A pesar de que el chico solicita, en varias ocasiones, que no le registren en medio de la calle, para evitar la humillación pública, los agentes se niegan y le increpan con insultos de marcado contenido racista, propinándole golpes con las porras en diferentes partes del cuerpo. La FSG realiza un informe jurídico para tratar de demostrar la existencia de discriminación en la actuación policial, aunque finalmente no se emprende ninguna medida legal por voluntad de la víctima.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Jaén,Servicios policiales,Sin especificar,
"Un periódico de ámbito estatal publica una noticia relacionada con los hechos acontecidos en una piscina en la que un grupo de personas gitanas propina una paliza a una pareja homosexual por besarse en público. Tanto el titular como el contenido de la noticia, además de la constante mención étnica, aparecen cargados de prejuicios y estereotipos hacia todos miembros de la comunidad gitana.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,
"Con el titular “En pleno Latina hay una colonia que está atenazada por el miedo” en la edición local de un periódico gratuito aparece publicada una noticia en la que se asegura que los vecinos viven “atenazados en un escenario gobernado por familias gitanas que se dedican a la venta mayorista de cocaína”. Además, se añade que “a este clima de inseguridad hay que sumarle las reyertas, tiroteos y casas ocupadas ilegalmente”.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,
"Algunas trabajadoras de la FSG, tras finalizar una excursión con los grupos de alfabetización por el centro de la ciudad, entran en un bar para comer junto a las alumnas. Cuando dos de las usuarias acceden al local, el camarero, entre gritos e insultos, las echa, acusando a una de ellas de robar por la zona y, en concreto, en ese establecimiento. Las trabajadoras de la FSG llaman la atención al camarero, y tratan de convencerle de la imposibilidad de sus acusaciones, pero este continúa con su actitud. La FSG escribe una carta al dueño del establecimiento informándole de lo sucedido y de que este tipo de actuaciones están prohibidas por nuestro ordenamiento jurídico.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Madrid,Acceso a bienes y servicios,Sin especificar,
"Una ex-trabajadora de la FSG presenta una demanda ante el Juzgado de lo Social de Jaén contra dicha entidad al entender que su despido constituye una discriminación étnica. La FSG, cuya área de igualdad de trato realiza un informe que determina la inexistencia de indicios de discriminación, mantiene que el despido es disciplinario, tal y como se acredita testificalmente por numerosos empleados y compañeros de la denunciante durante el juicio oral. La sentencia declara también la procedencia del despido, y desestima la demanda.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Jaén,Empleo,Sin especificar,
"Un periódico local publica una noticia con el titular “Piden siete años de pena para una familia por robar un carro con 700 euros de compra”. El cuerpo de la noticia menciona, en varias ocasiones, el origen étnico de la familia autora del delito.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Alicante,Medios de comunicación,Sin especificar,
"El Concejal de Bienestar Social de esta localidad manifiesta en diferentes medios de comunicación que “va a denunciar a todos los locales de copas que impidan el paso a los gitanos”, tras conocer la situación de un hombre gitano que cuando sale con sus amigos payos le impiden la entrada en numerosos establecimientos. La FSG hace seguimiento del caso y constata que se ha presentado una denuncia, y que la víctima se encuentra en la actualidad a la espera de citación judicial.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Cáceres,Acceso a bienes y servicios,Sin especificar,
"Una alumna gitana del Conservatorio Profesional de Danza de Málaga recibe un trato aparentemente discriminatorio en la realización de su prueba de acceso a grado medio, cuya calificación parece haber sido modificada con posterioridad por razones ajenas a la propia realización del examen. La FSG realiza un informe jurídico para apoyar las acciones emprendidas ante la Consejería de Educación de la Delegación Provincial de Málaga por la familia de la niña y su tutora, pero el caso se desestima por falta de pruebas suficientes que acrediten la discriminación.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Málaga,Educación,Sin especificar,
"Con el titular “Dos clanes gitanos enfrentados comparecen ante la Audiencia” aparece publicada una noticia en la que, además de hacer constante alusión al origen étnico de las personas implicadas en los hechos delictivos, se utilizan términos cargados de prejuicios y estereotipos como “clanes gitanos” o “reyerta”.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,
"Con el titular «El fiscal rebaja las penas de cárcel y lamenta que testigos y acusados se acogieran a la ’ley gitana’», un periódico de ámbito local publica una noticia relacionada con las penas de prisión impuestas a varias personas de etnia gitana como autoras de hechos delictivos. En el contenido de la misma, además de hacer referencia al origen étnico de los implicados, se utilizan términos como “reyerta”, “ley gitana”, “patriarcas” o “rey de los gitanos”, que transmiten una visión sesgada y estereotipada de la comunidad gitana.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,
"Un periódico local publica una noticia relacionada con un robo. En la descripción de los hechos se hace referencia a que la persona que ha sido detenida como presunto autor del delito se corresponde con el perfil barajado por la policía, que buscaba a alguien de “raza gitana”.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Cádiz,Medios de comunicación,Sin especificar,
"Un grupo de trabajadores gitanos reciben menor remuneración y peores condiciones que otros compañeros no gitanos, que desempeñan las mismas funciones y tienen la misma categoría profesional. Los afectados deciden darse de baja voluntariamente y buscar otro trabajo, y rechazan que la FSG realice cualquier tipo de intervención.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Málaga,Empleo,Sin especificar,
"Con el titular “Detenido un violento ladrón tras fugarse del juzgado” aparece publicada una noticia en un periódico de ámbito local en la que se hace referencia, en repetidas ocasiones, al origen étnico del presunto autor del delito. Además, en la descripción de los hechos, se incide en que para su detención fue necesaria la intervención de un grupo de Operaciones Especiales de la Policía Nacional, y se relata detalladamente su “largo historial de delitos”.",,,2006-01-01T00:00:00+01:00,2006-01-01T00:00:00+01:00,Zaragoza,Medios de comunicación,Sin especificar,
Una joven llamó por teléfono a la FSG para denunciar que había visto una pintada en un barrio que decía: “QUEMAROS PUTOS GITANOS”,"Se comprobó que estaba la pintada y se envió carta al Superintendente de la policía local, en la que se explicaba que había una pintada con un contenido de odio hacia las personas gitanas y que era necesario que investigasen los hechos y que eliminasen la pintada, que estaba produciendo un impacto en la población del barrio, mayoritariamente de etnia gitana. Igualmente, se realizó una llamada al Subinspector de la policía nacional y se informó.",Positivo. Retiraron la pintada rápidamente y se nos informó que harían una investigación policial sobre la pintada por si se tratara de algún grupo organizado.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Ciudad Real,Otros,Discriminación directa,
"Una de las técnicas del Ayuntamiento contactó con la FSG para trasladar el contenido antigitano que había visto en una web de anuncios de alquiler de viviendas, que decía literalmente: 
“La población de etnia gitana no supone en esta zona ninguna amenaza para la seguridad ya que están integrados desde hace más de 20 años”.
",Se comprobó el enlace y el contenido antigitano del anuncio. Se escribió carta a la web idealista para que retirara el contenido del anuncio por vulnerar la Ley que regula la Ley General de Publicidad. Se envió carta de queja a las inmobiliarias que publicitaban este anuncio.,Parcialmente positivo. Se obtuvo respuesta inmediata de la web idealista que retiró el anuncio. No hubo respuesta por parte de las inmobiliarias.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Madrid,Vivienda,Discriminación directa,
"Desde la FSG se detectó un anuncio en la página web de milanuncios.com en el que se especificaba: “no se aceptan gitanos bajo ningún concepto, sean rumanos, españoles o de cualquier procedencia…”.",La técnica de igualdad de Valencia interpuso una carta de queja ante el responsable de la página web de anuncios solicitando la retirada inmediata de ese anuncio por ser contrario a las normas de uso del portal y por la posibilidad de incurrir en discriminación al denegar el derecho a vivienda a una determinada población por su etnia.,Positivo. Se obtuvo una respuesta inmediata por parte del responsable de la página de anuncios indicando que el anuncio ya no estaba activo.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Valencia,Vivienda,Discriminación directa,
En la página web Mil anuncios se publicó una oferta de trabajo de una constructora que decía: “Se busca gente para contratar no gitanos”.,La técnica de igualdad llevó a cabo varias actuaciones:,Nadie respondió a las llamadas de teléfono que venía en el anuncio. La página web nos informó que borró la oferta rápidamente. Desde el Ayuntamiento nos informaron que con los pocos datos que teníamos no pudieron localizar a la empresa.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Barcelona,Empleo,Discriminación directa,
"Una mujer de etnia gitana sufrió acoso laboral por parte de sus compañeras. Le hicieron un contrato eventual por causas de producción, como auxiliar de limpieza en un restaurante y la despidieron durante el periodo de prueba. Cuando empezó a trabajar, los primeros días no tuvo ningún problema, sin embargo, a raíz de que su compañera de trabajo supo que era gitana y vivía en un barrio de población gitana, empezaron los cambios en el comportamiento hacía ella. Le hacían comentarios como: “los gitanos vienen en pijama”, o bien: “los gitanos dejan las mesas muy sucias “ya vienen los Gipsy Kings”. Además, algunas de sus compañeras dejaron de hablarle. Un día, el jefe le pidió que recogiese la carta de despido, ya que su contrato se había terminado. Ella le preguntó por qué y le dijo que no estaba conforme, que esas no eran formas de comunicarle el despido. Se dirigieron al departamento de recursos humanos, ella preguntó el motivo del despido y el jefe de sala respondió que no era porque no hiciera bien su trabajo sino porque no se había adaptado a las compañeras.","La técnica entrevistó a la mujer, el relato de los hechos era coherente y consistente, además escuchó unos audios de una conversación de WhatsApp en los que una compañera del trabajo le dijo a la mujer que la habían despedido por ser gitana. Se informó y asesoró a la mujer, que presentó una denuncia en la Inspección Provincial de Trabajo y Seguridad Social, alegando que el despido había sido motivado por su pertenencia a la etnia gitana. Al cabo de unos días, le llamaron desde la inspección para declarar y le trasladó los hechos a la inspectora, que le aseguró que investigarían los hechos.","La Inspección de Trabajo realizó una investigación, pero no tuvo en consideración la motivación antigitana del acoso sufrido. Se asesoró a la mujer en otras posibles actuaciones, pero no quiso seguir adelante porque le había salido otro trabajo y quería estar tranquila.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Valencia,Empleo,Discriminación directa,
La tía de un niño menor de edad nos envió un informe de la orientadora del centro escolar en el que se aludía a la etnia gitana de una menor en un informe psicopedagógico del centro.,"Desde la FSG enviamos una carta a la orientadora recordándole la importancia de preservar datos de especial protección, como es la etnia y que este informe podría vulnerar la ley de datos de carácter personal de especial protección.",Positivo. La orientadora retiró inmediatamente la mención a la etnia gitana del menor y nos envió el informe modificado.,2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Navarra,Educación,Discriminación directa,
"Algunas familias gitanas contactaron con la orientadora educativa de la FSG para solicitar apoyo de la FSG en una situación que estaban viviendo en el colegio al que iban sus hijos/as (prácticamente el 100% del alumnado en este colegio es de etnia gitana) y a la que, según las familias, las autoridades no habían dado respuesta adecuada. Las familias contaron que en las instalaciones del colegio al que iban sus hijos merodeaba y pernoctaba, desde hacía casi un año, un hombre que tenía antecedentes penales por delitos muy graves, situación que se remontaba a unos ocho años antes. Las familias lo pusieron en conocimiento de la directora, que hizo todo lo posible para solucionarlo, lo comunicó a la Dirección provincial de educación. A pesar de que entendían la preocupación de las familias, no se pudo solucionar la situación. Muchas de las familias de etnia gitana dejaron de llevar a sus hijos/as al colegio por miedo ante esta situación.",Desde la FSG comprobamos la situación de riesgo en la que se encontraba el alumnado del colegio y la poca prioridad de las autoridades para abordar esta situación tan grave. Se llevaron a cabo diversas actuaciones:,"Positivo. En la reunión con el Ayuntamiento se expusieron las medidas que llevaran a cabo como instalación de cámaras de videovigilancia de forma extraordinaria, dispositivos de seguridad al personal de limpieza y total colaboración con la dirección del centro educativo. Asimismo, ofrecieron disponibilidad para acudir en cualquier momento al centro y voluntad de coordinación con la Subdelegación. Se recibió respuesta escrita por la Subdelegación del Gobierno en la que informó que efectivos de la policía local y nacional habían desalojado a esta persona del colegio y que estaban realizando vigilancia periódica sobre el colegio y sus inmediaciones, durante todos los turnos y se pusieron a disposición de la Directora y el equipo docente para cualquier cuestión que requirieran. Además se comprometieron a tomar todas las medidas necesarias para prevenir o solucionar situaciones similares. Finalmente, se aseguró la colaboración entre administraciones.",2018-01-01T00:00:00+01:00,2018-01-01T00:00:00+01:00,Valladolid,Educación,Discriminación directa,
