hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference
"Una mujer gitana contó en el dispositivo de la FSG de Mérida, que cuando entró en una tienda, el vigilante la siguió por los pasillos, de manera disimulada. La mujer pensó que la seguían porque el vigilante creía que iba a robar. Esta mujer no fue la única mujer gitana que comentó este mismo hecho ocurrido en la misma tienda de alimentación. Desde la FSG en Mérida, se trató de recopilar toda la información de los incidentes ocurridos hasta el momento. En una ocasión, que desde la FSG se preguntó, directamente, a un agente de seguridad, éste confirmó que desde su empresa “les daban unas directrices y tenían que cumplirlas”. Cuando se preguntó si entre esas directrices estaba la de perseguir a personas gitanas, nos dijo que sí. Desde la FSG en Mérida se intentó contactar con el responsable de la empresa, pero fue imposible.",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Badajoz,Acceso a bienes y servicios,Orden de discriminar,
"Una mujer gitana entró a un supermercado junto con su hijo de 8 años y su cuñada. En el supermercado observaron que uno de los empleados no dejó de seguirlas por los distintos pasillos, en todo momento. Cuando la víctima se dispuso a pagar la compra, este empleado cogió una bolsa de patatas y se las cobró. La mujer, avergonzada, dijo que su hijo no había comido nada, que no se había separado de ella. La mujer, al no dar crédito a la situación, empezó a justificarse y a sacar el dinero que tenía, para que todos vieran que podía pagar perfectamente la bolsa de patatas. El empleado la echó del establecimiento gritando que no volvieran más, a la vez que la amenazó varias veces con llamar a la policía y ella, sabiendo su inocencia, le animó a que lo hiciera. Una vez se personó la policía, éstos calmaron la situación y animaron a la mujer a que denunciara por falsas acusaciones. Ella no quiso denunciar la situación. Desde la FSG en Don Benito se realizó el seguimiento oportuno al incidente, se ofreció la información pertinente a la víctima de lo importante que era visibilizar la discriminación sufrida en estos casos y también se le indicaron cuáles eran sus derechos. La victima definitivamente no quiso denunciar.",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Badajoz,Acceso a bienes y servicios,Discriminación directa,
"Una joven gitana participante de los servicios de la FSG en Don Benito, durante una sesión informativa sobre empleo, en la que se informó de las funciones y trabajo del Departamento de Igualdad y del servicio que prestamos a las víctimas de discriminación, contó a la Técnica de la FSG lo siguiente: Que esa misma mañana, al terminar la sesión de orientación laboral en la FSG de Don Benito, fue a un supermercado y cuando estaba en la caja, dispuesta a pagar, el empleado que le estaba cobrando le pidió que abriese el bolso. Ella se indignó porque no vio que se lo pidiera a nadie más. No obstante, le enseñó el bolso para que viera que no llevaba nada, al mismo tiempo que le pedía explicaciones de por qué le había pedido que le enseñara el bolso sólo a ella y le dijo que no se iría del establecimiento hasta ver que lo pedía al resto de la clientela. Ante la negativa del trabajador la víctima solicitó una hoja de reclamación, la rellenó y entregó una de las copias en el establecimiento. Después acudió al dispositivo de la FSG para contar lo sucedido. La Técnica de Igualdad quedó con ella al día siguiente para acompañarla a entregar la hoja de reclamación a la oficina de consumidores y usuarios de Don Benito. La víctima era de etnia gitana con rasgos fenotípicos muy marcados. De la reclamación no obtuvo información y la joven no quiso que desarrollar más actuaciones de seguimiento.  ",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Badajoz,Acceso a bienes y servicios,Discriminación directa,
"Un chico gitano fue a un centro comercial a encontrarse con su mujer y su hijo. Cuando llegó, su mujer le dijo que a su hijo no le habían dejado subir en unos cochecitos de juguete que había para alquilar. El chico habló con la dependienta y ésta le dijo que los cochecitos no tenían batería. El padre del chico se marchó enfadado del centro comercial y denunció lo ocurrido en su cuenta de Facebook y aseguró que los coches tenían batería porque vio a otros niños subidos y usando los cochecitos. El joven nos contó que se sintió discriminado por ser gitano ya que le quedó claro que no le quisieron alquilar un cochecito porque eran gitanos.  ",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,A Coruña,Acceso a bienes y servicios,Discriminación directa,
"Una joven gitana y su hermana pidieron cita en una peluquería para arreglarse el pelo. Cuando le tocó el turno a la joven, la peluquera la acomodó y empezó a examinar el pelo. De repente, le dijo en voz alta, en presencia del resto de las clientas, que tenía piojos y que no la podía atender. La joven le dijo que no tenía piojos, que era mentira y le pidió una hoja de reclamaciones. La peluquera le dijo que no tenía hoja de reclamaciones, le dio un folio en blanco y le dijo que escribiera en el folio. La víctima se negó diciéndole que eso no le iba a valer para nada y decidieron marcharse de la peluquería. Las jóvenes nos trasladaron que se sintieron muy avergonzadas y discriminadas ya que había otras mujeres en la peluquería que las conocían y que también las miraron mal. Las jóvenes no quisieron desarrollar ninguna acción.  ",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Badajoz,Acceso a bienes y servicios,Discriminación directa,
"Apareció una noticia en el periódico El Norte de Castilla que relataba el enfrentamiento entre dos grupos de jóvenes de etnia gitana, que obligó a la policía a cortar durante más de una hora y media varias calles de la capital abulense con momentos de tensión y que, según había explicado el comisario, todavía seguían en tensión. Se mencionaba la etnia gitana en un contexto de delincuencia y violencia. Nos llamó la atención la descripción de los hechos: “dos turismos de etnia gitana”, que refleja el énfasis que los medios deciden poner a la etnia incluso atribuyendo a los automóviles una etnia determinada, en este caso la gitana. La Técnica de Igualdad de la FSG en Valladolid, envió una carta a la Dirección del periódico. A fecha de hoy todavía no se ha tenido ninguna respuesta. Asimismo se hizo un análisis de la noticia, en la que el comisario del Cuerpo Nacional de Policía detalló en declaraciones a los periodistas en el lugar de los hechos, “que pasadas las 19.00 horas han recibido una llamada en 091 alertando de problemas entre los ocupantes de dos turismos de etnia gitana, en los que viajaban cuatro y tres personas” Desde la FSG en Valladolid constatamos que es una práctica habitual que algunos representantes de los cuerpos policiales en sus declaraciones mencionen la etnia para identificar a los presuntos implicados en los sucesos que detallan. Desde la FSG en Valladolid, se valoró mantener una reunión con el comisario de policía nacional para informarle el perjuicio que supone la mención de la etnia en los informes policiales y en las declaraciones a los medios de comunicación.  ",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Ávila,Medios de comunicación,Discriminación directa,
"Desde la Sede de la FSG en Córdoba nos llegó una noticia que fue publicada en ABC Sevilla entre otros medios, en la que se hacía referencia a un altercado ocurrido entre personas gitanas. La redacción de dicha noticia incluía lenguaje discriminatorio y que incitaba a la estigmatización del pueblo gitano. Distintos medios de comunicación escrita (prensa) se hicieron eco de la noticia y utilizaron en el desarrollo de la misma palabras como reyerta, clanes, además de resaltar que las personas implicadas eran gitanas, sin que esa característica tenga más relevancia que acusar a la comunidad gitana de violenta, agresiva, problemática, etc., fomentando la discriminación hacia los gitanos y gitanas. Desde la FSG en Córdoba se comprobó que en los periódicos Europapress Andalucía y El Día de Córdoba aparecía también: ...’’un ajuste de cuentas por cuestiones sentimentales en una reyerta entre clanes de personas de etnia gitana’’ Desde la FSG en Córdoba con el apoyo del Departamento se enviaron cartas a la direcciones de ambos periódicos, a uno de ellos (El Día de Córdoba) ya se le envió una carta por otra noticia y aunque en la primera ocasión se pusieron en contacto con nosotros rápidamente, en esta ocasión aún estamos a la espera de resultados.",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Córdoba,Medios de comunicación,Discriminación directa,"['http://www.eldiadecordoba.es/andalucia/ingresado-gravedad-recibir-punaladas-Cordoba_0_1091891340.html', 'http://www.europapress.es/andalucia/noticia-herido-varon-varias-punaladas-agresion-cordoba-20161218175355.html']"
"El periódico El Progreso publicó una noticia con el siguiente titular: “Alerta ante la guerra entre dos clanes gitanos por la fuga de dos menores” La noticia además de señalar el origen étnico de algunas de las personas implicadas, las vinculaba a la violencia y al delito, incidiendo en reforzar la imagen de las personas gitanas pero también en mantener prejuicios y estereotipos hacia las mismas. Desde el Departamento se envió un correo de queja al medio pero no obtuvimos respuesta.",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Lugo,Medios de comunicación,Discriminación directa,
"En Teleobjetivo de RTVE, emitieron un programa titulado “Vecinos en pie de guerra”. En dicho reportaje, se seleccionaron 4 casos de personas o familias conflictivas con las que los vecinos tenían problemas. De los 4 casos, 3 eran de etnia gitana. La imagen que emitió la cadena de televisión, según pudimos constatar en el propio programa, fue una imagen que relacionaba a esas 3 familias con conflictos, violencia y delincuencia como pauta común y general. Sin embargo, el otro caso, que no era protagonizado por familias gitanas, aparecía un joven empresario amable, con un final feliz. Era evidente que tanto en la selección de las historias como el desarrollo y desenlace se produjo un agravio comparativo y discriminatorio. gualmente, durante el desarrollo del programa, apareció en numerosas ocasiones términos como “clanes familiares” “clan familiar muy agresivo”, conceptos asociados a estereotipos negativos hacía la comunidad gitana. El desarrollo del programa escenificaba conflictos enquistados y sin solución, con frases por parte del vecindario como “vamos a por ellos”, “el fuego se combate con fuego”, “con esa gente no se puede hablar, están bien 2 días y luego se alborotan, mala hierba hay que limpiar”. Frases todas ellas que fomentan el discurso de odio y que lejos de contribuir a resolver los conflictos, pueden agravarlo. Añadido a esto, lo más grave del programa es quizás una frase del narrador, que dice literalmente “en el País Vasco los clanes gitanos siembran el pánico en los barrios en los que se instalan”. Esta es una frase que generaliza, categoriza y concluye de manera rotunda dando una imagen que no concuerda con la realidad de la mayoría de las familias gitanas que nacen, viven y conviven en el País Vasco, de manera totalmente normalizada y sin conflicto. Ante tal agravio, se envió carta de queja a la Dirección del Programa de Teleobjetivo. Al no recibir respuesta, un mes después se llamó por teléfono para preguntar si la carta había llegado a su destino. Se volvió a remitir la carta a la Dirección del Programa. A fecha de hoy no hemos recibido ninguna respuesta. Igualmente, tenemos conocimiento de que desde algunas asociaciones gitanas del País Vasco se presentó una queja ante el Defensor del Pueblo y que tras su admisión está en tramitación.",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,
"El Mediterráneo Digital, como ya había hecho en otras ocasiones, tomó una noticia de prensa y añadiéndole en el titular la palabra gitano con total intencionalidad en un caso muy delicado por la conmoción que supuso en la Guardia Civil. Una de las primeras consecuencias (quizá vinculada) fue que en el foro Burbuja.info se creó un hilo con el tema: Desde el Departamento, además de enviar un correo de queja al responsable del Diario Mediterráneo Digital y al responsable de Foro Burbuja.com se envió una carta informativa de queja a la Comisión de Arbitraje, Quejas y Deontología del Periodismo para que intervinieran en este caso. Estamos pendientes de respuesta.",,,2016-01-01T00:00:00+01:00,2016-01-01T00:00:00+01:00,Estatal,Medios de comunicación,Discriminación directa,['http://www.mediterraneodigital.com/espana/aragon/liberan-tras-9-meses-al-gitano-de-barbastro-que-mato-a-un-guardia-civil.html']
"El periódico El Público recoge comentarios publicados por algunos internautas que han leído la siguiente noticia, y que están publicadas en la misma página web: http://www.publico.es/actualidad/458790/dos-tercios-de-la-poblacion-gita... la-pobreza Se ha publicado la misma notica en catalán en un diario de ámbito local en Sabadell con el mismo titular “Dos terços de la població gitana viuen per sota del llindar de la pobresa “ Ambos periódicos incluyen además comentarios con contesto discriminatorio y racista contra la comunidad gitana, un ejemplo de ello: 
“Casi todos, o todos, los gitanos quieren vivir del cuento: casa gratis, subvenciones gratis, sanidad gratis, educación gratis etc. sin trabajar. Y digo esto porque pocos, o muy pocos, trabajan de asalariados, como lo hacemos la gran mayoría del resto de los mortales, ni pagan impuestos... porque para conseguir todo eso que he enunciado añadiendo el término “gratis” deben pagar impuestos y luego ver si tienen derecho a acceder a lo que no es universal, como por ejemplo la vivienda. Es decir, ver si son desfavorecidos o simplemente va,gos que quieren vivir de la so,pa bo,ba y de fiesta todo el día. No por ser gitanos tienen más derechos que un payo.”
 Nuevamente un ejemplo de la nula gestión de los foros de comentarios a las noticias en las ediciones digitales de los periódicos, donde caben todo tipo de comentarios racistas sin que nadie los controle.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Barcelona,Medios de comunicación,Discriminación directa,['http://www.ara.cat/societat/Dos-poblacio-gitana-llindar-pobresa_0_953904846.html']
"Desde la FSG en Sabadell nos llega esta página de internet. 
“Eres más raro que un gitano que va solo a urgencias”
 Se constata el auge de internet y sus redes sociales como instrumento difusor de ideas prejuiciosas y estereotipadas. Nuevamente encontramos en Facebook la creación de varios grupos de interés que recogen ideas y opiniones, tenaces y desfavorables, acerca de algo que parece conocerse mal, en este caso a las personas pertenecientes a la etnia gitana.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Barcelona,Redes sociales,Discriminación directa,['http://es-es.facebook.com/pages/Eres-m%C3%A1s-raro-que-ver-a-un-gitano-en-urgencias-esperando-solo/287954997933073']
"
“Sant Vicenç de Montalt.- Tres familias de etnia gitana, nómadas, se han establecido ilegalmente en una promoción de viviendas de ‘alto standing’ en Sant Vicenç de Montalt (Maresme) que están inacabadas, por lo que no disponen de los servicios básicos. En otras dos viviendas malviven dos personas, una de ellas el antiguo vigilante de la promoción, antes que la empresa quebrara, que supuestamente habría realquilado el resto de las viviendas ubicadas en el camí del Padró. El ayuntamiento ha activado los protocolos de seguridad ante la alarma social generada en la urbanización. La empresa Brava Parc cayó en la bancarrota a finales del 2010 y abandonó la promoción Balcó del Balís- Can Calella, nueve viviendas de lujo ubicadas en una situación privilegiada en el camí del Padró. En una de ellas, se quedó a vivir el antiguo vigilante de obra, un individuo de origen sudamericano que estaba empadronado en la promoción mientras tenía contrato. Con la quiebra de la empresa, el hombre ha realquilado cuatro de las nueve viviendas a un indigente de origen vasco, que también se ha empadronado, y recientemente a tres familias gitanas. Ante la presión del Ajuntament de Sant Vicenç de Montalt, un representante legal de la empresa promotora ya ha presentado denuncia para que los Mossos d’Esquadra puedan proceder al desalojo de las viviendas. Entretanto, los Servicios Sociales han activado un protocolo de ayuda ya que las casas están a medio construir y no reúnen las garantías de habitabilidad y aún mantienen los servicios de obra. Los ocupantes obtienen luz de un generador de gasóleo y no disponen de agua potable, sino que aprovechan la de la lluvia. La presencia de las familias, en la exclusiva urbanización de Sant Vicenç ha generado una gran alarma social entre el vecindario, por lo que el ayuntamiento asegura que “presta especial atención y serán objeto de actuación, aquellas actividades que puedan generar problemas de convivencia”.
 La mención de la etnia en esta noticia no aporta nada a la misma; sin embargo si está generando la idea de que los gitanos son los que se toman la justicia por su mano y que son los únicos causantes de la violencia social a la que está sometida dicho barrio y por tanto, reafirmando la imagen negativa que se tiene hacia esta comunidad.",,,2013-01-01T00:00:00+01:00,2013-01-01T00:00:00+01:00,Barcelona,Medios de comunicación,Discriminación directa,['http://www.lavanguardia.com/local/maresme/20130607/54374765308/sant-vicenc-de-montalt-ocupan-viviendas-lujo-familias-gitanas.html']
